page_number,response_content
537,"```json
{
  ""page_number"": 154,
  ""content"": ""Translating Buckets to Range Shapes\n\nCorrect answer\nB: Polarized"",
  ""graph_explanation"": {
    ""graph1"": {
      ""title"": ""Translating Buckets to Range Shapes"",
      ""description"": ""The graph is a matrix showing hand strength ranges across different categories: Polarized, Linear, Condensed, Merged. Values range from 0 to 1, indicating different levels of hand strength."",
      ""matrix_details"": {
        ""Polarized"": {
          ""Strength_1"": 1,
          ""Strength_0.8"": 0.8,
          ""Strength_0.7"": 0.7,
          ""Strength_0.2"": 0.2,
          ""Strength_0"": [0, 0, 0.2, 0.7, 1]
        },
        ""Linear"": {
          ""Strength_1"": 1,
          ""Strength_0.8"": 0.8,
          ""Strength_0.6"": 0.6,
          ""Strength_0.4"": [0.4, 0.2, 0],
          ""Strength_0"": [0, 0]
        },
        ""Condensed"": {
          ""Strength_0"": [0, 0, 0],
          ""Strength_0.2"": 0.2,
          ""Strength_0.4"": 0.4,
          ""Strength_0.6"": 0.6,
          ""Strength_0.8"": [0.8, 0.8],
          ""Strength_1"": 1
        },
        ""Merged"": {
          ""Strength_1"": 1,
          ""Strength_0.8"": 0.8,
          ""Strength_0.7"": 0.7,
          ""Strength_0.4"": 0.4,
          ""Strength_0.25"": 0.25,
          ""Strength_0.2"": 0.2,
          ""Strength_0"": 0
        }
      }
    }
  }
}
```"
538,"```json
{
  ""Page Number"": 154,
  ""Content"": ""EQ buckets - Simple\n\nHands are separated by their Equity:\n\nBest hands 100%-75%\nGood hands 75%-50%\nWeak hands 50%-33%\nTrash hands 33%-0%\n\nCO's range has \""Best hands\"" and \""Trash hands\"", whereas BB's range has bluff-catchers with mostly \""Weak hands\"".\n\nCO's equity distribution is polarized - nutted hands and bluffs, relative to BB's range.""
}
```"
539,"```json
{
  ""page_number"": 154,
  ""content"": ""Equity distributions inform us about the shape of the ranges, which presents strategic insight.\n\nPolarized distributions tend to use huge bets with the intention of getting chips in by the river.\n\nThis is because the polarity gives the aggressor a \""clairvoyant\"" information advantage.\n\nThe aggressor knows if they are ahead or behind the defender's hand, but the defender does not know if they are ahead or behind."",
  ""questions"": null,
  ""graph_explanation"": null
}
```"
540,"```json
{
  ""Page Number"": 154,
  ""Content"": ""When a player is \""perfectly polarized\"", as is the case here, they should implement a strategy to get all the chips in by the river, ideally betting an equal fraction of the pot on each street (AKA betting geometrically) to maximize villain's call-down range.""
}
```"
541,"```json
{
  ""Page Number"": 155,
  ""Content"": ""[500NL Cash, 100bb] CO opens 2.3, BB calls. Which flop is mostly likely to result in this relatively symmetrical equity distribution?"",
  ""Questions"": ""Which flop is mostly likely to result in this relatively symmetrical equity distribution?"",
  ""Graph Explanation"": {
    ""EQ BUCKETS - ADVANCED"": {
      ""Hands 90-100"": ""5.4% - 6.3%"",
      ""Hands 80-90"": ""6.1% - 6.3%"",
      ""Hands 70-80"": ""5.5% - 6.9%"",
      ""Hands 60-70"": ""16.1% - 25.8%"",
      ""Hands 50-60"": ""9.3% - 11.5%"",
      ""Hands 25-50"": ""34.7% - 30.5%"",
      ""Hands 0-25"": ""22.8% - 12.7%""
    },
    ""Position"": ""BB Left, CO Right""
  }
}
```"
542,"```json
{
  ""Page Number"": 155,
  ""Content"": ""Equity Buckets - Symmetrical Distributions\n\nCorrect answer\nA: A♥ 4♥ 3♥"",
  ""Graph Explanation"": {
    ""graph1"": {
      ""Flop"": ""A♥ 4♥ 3♥"",
      ""EQ Buckets - Advanced"": {
        ""Hands 90-100"": ""5.4%"",
        ""Hands 80-90"": ""6.1%"",
        ""Hands 70-80"": ""5.5%"",
        ""Hands 60-70"": ""16.1%"",
        ""Hands 50-60"": ""9.3%"",
        ""Hands 25-50"": ""30.7%"",
        ""Hands 0-25"": ""22.8%""
      }
    },
    ""graph2"": {
      ""Flop"": ""T♠ 8♣ 6♣"",
      ""EQ Buckets - Advanced"": {
        ""Hands 90-100"": ""2.6%"",
        ""Hands 80-90"": ""2%"",
        ""Hands 70-80"": ""1.1%"",
        ""Hands 60-70"": ""17.6%"",
        ""Hands 50-60"": ""13.9%"",
        ""Hands 25-50"": ""48.6%"",
        ""Hands 0-25"": ""13.4%""
      }
    },
    ""graph3"": {
      ""Flop"": ""5♦ 5♦ 4♦"",
      ""EQ Buckets - Advanced"": {
        ""Hands 90-100"": ""7.1%"",
        ""Hands 80-90"": ""2.3%"",
        ""Hands 70-80"": ""1.1%"",
        ""Hands 60-70"": ""14%"",
        ""Hands 50-60"": ""22.8%"",
        ""Hands 25-50"": ""46%"",
        ""Hands 0-25"": ""6.6%""
      }
    },
    ""graph4"": {
      ""Flop"": ""J♠ T♣ 4♠"",
      ""EQ Buckets - Advanced"": {
        ""Hands 90-100"": ""0%"",
        ""Hands 80-90"": ""1.5%"",
        ""Hands 70-80"": ""6.3%"",
        ""Hands 60-70"": ""12.7%"",
        ""Hands 50-60"": ""15.2%"",
        ""Hands 25-50"": ""46%"",
        ""Hands 0-25"": ""16%""
      }
    }
  }
}
```"
543,"```json
{
  ""pageNumber"": 155,
  ""content"": ""Monotone flops are known for equalizing equity distributions.\n\nThe Ace of hearts may seem like a bad card for BB, but it connects with the two lower cards adding wheel straight potential, removes more flushes from CO's range than BB's range, and helps neutralize CO's broadway high card advantage.\n\nThis board is so good for BB that they actually donk at a low frequency, and CO checks back over 72% of their range when checked to.""
}
```"
544,"```json
{
  ""Page Number"": 155,
  ""Content"": ""JT4s and to a lesser extent T86r power up CO's high card advantage.\n\nPaired boards like 554r tend to create asymmetrical equity distributions."",
  ""Graph Explanation"": {
    ""graph1"": {
      ""Description"": ""A matrix showing equity distributions between Big Blind (BB) and Cut Off (CO) positions. The graph displays different hand combinations such as AKo, KQo, QJo, JTo, TT, and others in various colors indicating equity strength. Hands are marked with percentages and color-coded. The combinations are categorized into sections like COMBOs, EV, BET FREQ, and more with specific percentages for hand strengths like High Card, No Made Hand, Pair, Two Pair, etc.""
    }
  }
}
```"
545,"```json
{
  ""page_number"": 156,
  ""content"": ""[NL50 6-Max Cash, 100bb] CO opens 2.3, BTN calls. What flop is most likely to result in this naturally polarized equity distribution?"",
  ""questions"": ""What flop is most likely to result in this naturally polarized equity distribution?"",
  ""graph_explanation"": {
    ""graph1"": ""EQ Buckets - Advanced: This graph outlines the distribution of equity across different hand ranges when the CO is on the left and BTN is on the right. The breakdown is as follows: 6.2% for hands 90-100% equity, 5.2% for hands 80-90% equity, 1.7% for hands 70-80% equity, 1.7% for hands 60-70% equity, 19.8% for hands 50-60% equity, 64.3% for hands 25-50% equity, and 0.9% for hands 0-25% equity. Each percentage represents the proportion of hands falling within each equity bucket.""
  }
}
```"
546,"```json
{
  ""Page Number"": 156,
  ""Content"": ""Equity Buckets: Polarized Distributions"",
  ""Graph Explanation"": {
    ""graph1"": {
      ""flop"": ""A♠ K♥ 2♦"",
      ""EQ Buckets - Advanced"": {
        ""Hands 90-100"": ""0.6%"",
        ""Hands 80-90"": ""2%"",
        ""Hands 70-80"": ""16.8%"",
        ""Hands 60-70"": ""11%"",
        ""Hands 50-60"": ""3.9%"",
        ""Hands 25-50"": ""54.1%"",
        ""Hands 0-25"": ""4.4%""
      }
    },
    ""graph2"": {
      ""flop"": ""8♥ 8♦ 8♣"",
      ""EQ Buckets - Advanced"": {
        ""Hands 90-100"": ""0.9%"",
        ""Hands 80-90"": ""7.7%"",
        ""Hands 70-80"": ""6.7%"",
        ""Hands 60-70"": ""24.1%"",
        ""Hands 50-60"": ""9.7%"",
        ""Hands 25-50"": ""34.5%"",
        ""Hands 0-25"": ""2.2%""
      }
    },
    ""graph3"": {
      ""flop"": ""J♥ 8♥ 7♥"",
      ""EQ Buckets - Advanced"": {
        ""Hands 90-100"": ""0.3%"",
        ""Hands 80-90"": ""9.7%"",
        ""Hands 70-80"": ""4.7%"",
        ""Hands 60-70"": ""28.1%"",
        ""Hands 50-60"": ""46.8%"",
        ""Hands 25-50"": ""8.7%"",
        ""Hands 0-25"": ""1.7%""
      }
    },
    ""graph4"": {
      ""flop"": ""5♠ 4♣ 3♠"",
      ""EQ Buckets - Advanced"": {
        ""Hands 90-100"": ""0.5%"",
        ""Hands 80-90"": ""2.6%"",
        ""Hands 70-80"": ""6.3%"",
        ""Hands 60-70"": ""30.4%"",
        ""Hands 50-60"": ""31.4%"",
        ""Hands 25-50"": ""24.8%"",
        ""Hands 0-25"": ""4%""
      }
    }
  },
  ""Questions"": {
    ""Correct answer"": ""B: 8♥ 8♦ 8♣""
  }
}
```"
547,"```json
{
  ""Page Number"": 156,
  ""Content"": ""8♥ 8♦ 8♣ is an interesting flop as no one has many 8x quads, however, it has the effect of powering up pocket pairs and overcards.\n\nWhen we examine the range asymmetries between CO's RFI and BTN's flat we find that, CO's advantage is exactly in overpairs and higher overcards.\n\nThis allows CO to create a polarized strategy consisting of overpair/boats for value, and high-card boat draws as semi-bluffs.\n\nBTN's calling range is condensed towards medium pocket pairs, which gives them more equity in middling cards, but because they lack nutted hands they can't polarize effectively.""
}
```"
548,"```json
{
  ""Page Number"": 156,
  ""Content"": """",
  ""Questions"": """",
  ""Graph Explanation"": {
    ""graph1"": {
      ""description"": ""The graph represents polarized distributions for equity buckets in poker. It visualizes combinations of hands from cutoff (CO) to button (BTN) positions. Different colors indicate different equity percentages, with specific hand combinations such as KQo, AJo, QJo, marked on the chart. The middle section details various metrics: 'COMBOS' (number of combinations), 'EV' (expected value), and 'EQUITY' percentages. Hands are categorized into different types: 'QUADS', 'FULLHOUSE', 'ACE HIGH', 'KING HIGH', 'NO MADE HAND', with corresponding percentages next to them. For example, full house hands are marked with a 31.2% equity.""
    }
  }
}
```"
549,"```json
{
  ""Page Number"": 157,
  ""Content"": ""[NL500 6-Max Cash, 200bb] HJ opens 2.5, SB 3-bet 11, HJ calls. The board runs out J♦ T♣ 5♦ 2♦ A♥. Which of these lines is most likely to result in this equity distribution? (SB Left, HJ Right)\n\nA: Bet 33% Call, Check Check, Bet 35%\nB: Bet 33% Call, Bet 66% Call, Check\nC: Check Check, Check Bet 66% Call, Check\nD: Check Bet 33% Call, Check Check, Bet 85%"",
  ""Questions"": ""Which of these lines is most likely to result in this equity distribution? (SB Left, HJ Right)"",
  ""Graph Explanation"": {
    ""graph1"": {
      ""title"": ""EQ BUCKETS - ADVANCED"",
      ""details"": [
        {
          ""equity_range"": ""90-100"",
          ""SB_equity"": ""12.3%"",
          ""HJ_equity"": ""6%""
        },
        {
          ""equity_range"": ""80-90"",
          ""SB_equity"": ""4%"",
          ""HJ_equity"": ""11.2%""
        },
        {
          ""equity_range"": ""70-80"",
          ""SB_equity"": ""54.5%"",
          ""HJ_equity"": ""9.1%""
        },
        {
          ""equity_range"": ""60-70"",
          ""SB_equity"": ""8.4%"",
          ""HJ_equity"": ""11%""
        },
        {
          ""equity_range"": ""50-60"",
          ""SB_equity"": ""0%"",
          ""HJ_equity"": ""0.7%""
        },
        {
          ""equity_range"": ""25-50"",
          ""SB_equity"": ""0.8%"",
          ""HJ_equity"": ""13.8%""
        },
        {
          ""equity_range"": ""0-25"",
          ""SB_equity"": ""19.9%"",
          ""HJ_equity"": ""58.1%""
        }
      ]
    }
  }
}
```"
550,"```json
{
  ""Page Number"": 157,
  ""Content"": ""Equity Buckets GUESS THE LINE! #1\n\nA: Bet 33% Call, Check Check, Bet 35%\n\nCorrect answer\n\nA: Bet 33% Call, Check Check, Bet 35%"",
  ""Graph Explanation"": {
    ""graph1"": {
      ""heading"": ""A: Bet 33% Call, Check Check, Bet 35%"",
      ""details"": {
        ""Hands 90-100"": ""12.3%"",
        ""Hands 80-90"": ""4%"",
        ""Hands 70-80"": ""54.5%"",
        ""Hands 60-70"": ""8.4%"",
        ""Hands 50-60"": ""20%"",
        ""Hands 25-50"": ""0.8%"",
        ""Hands 0-25"": ""19.9%""
      }
    },
    ""graph2"": {
      ""heading"": ""B: Bet 33% Call, Bet 66% Call, Check"",
      ""details"": {
        ""Hands 90-100"": ""15.6%"",
        ""Hands 80-90"": ""5.3%"",
        ""Hands 70-80"": ""5.4%"",
        ""Hands 60-70"": ""16.9%"",
        ""Hands 50-60"": ""37.4%"",
        ""Hands 25-50"": ""20.1%"",
        ""Hands 0-25"": ""0%""
      }
    },
    ""graph3"": {
      ""heading"": ""C: Check Check, Check Bet 66% Call, Check"",
      ""details"": {
        ""Hands 90-100"": ""7.5%"",
        ""Hands 80-90"": ""3.6%"",
        ""Hands 70-80"": ""7.9%"",
        ""Hands 60-70"": ""25.9%"",
        ""Hands 50-60"": ""9.4%"",
        ""Hands 25-50"": ""4.4%"",
        ""Hands 0-25"": ""67.3%""
      }
    },
    ""graph4"": {
      ""heading"": ""D: Check Bet 33% Call, Check Check, Bet 85%"",
      ""details"": {
        ""Hands 90-100"": ""21.6%"",
        ""Hands 80-90"": ""46.9%"",
        ""Hands 70-80"": ""0.3%"",
        ""Hands 60-70"": ""0%"",
        ""Hands 50-60"": ""0.3%"",
        ""Hands 25-50"": ""9.7%"",
        ""Hands 0-25"": ""21.3%""
      }
    }
  }
}
```"
551,"```json
{
  ""page_number"": 157,
  ""content"": ""The trick to solving this one is noticing that only one answer is a block-bet.\n\nRiver block-bet equity distributions typically contain many \""medium value\"" hands in that 60-80% range, with a few nutted traps and some absolute trash sprinkled in."",
  ""graph_explanation"": {
    ""graph1"": {
      ""title"": ""EQ BUCKETS - ADVANCED"",
      ""details"": {
        ""Board"": ""J of spades, T of clubs, 5 of hearts, 2 of diamonds, A of hearts"",
        ""Stack Sizes"": ""51.7 BB and 38.2 BB"",
        ""Buckets"": [
          {""segment"": ""HANDS 90-100"", ""equity"": ""12.3%"", ""frequency"": ""6%""},
          {""segment"": ""HANDS 80-90"", ""equity"": ""4%"", ""frequency"": ""11.2%""},
          {""segment"": ""HANDS 70-80"", ""equity"": ""54.5%"", ""frequency"": ""9.1%""},
          {""segment"": ""HANDS 60-70"", ""equity"": ""8.4%"", ""frequency"": ""1.1%""},
          {""segment"": ""HANDS 50-60"", ""equity"": ""0%"", ""frequency"": ""0.7%""},
          {""segment"": ""HANDS 25-50"", ""equity"": ""0.8%"", ""frequency"": ""13.8%""},
          {""segment"": ""HANDS 0-25"", ""equity"": ""19.9%"", ""frequency"": ""58.1%""}
        ]
      }
    }
  }
}
```"
